emp_no,first_name,last_name,title,from_date,to_date
254823,Serif,Streit,Staff,1988-04-06,1996-04-05
254838,Nevio,Schaft,Senior Staff,1998-06-29,9999-01-01
254838,Nevio,Schaft,Staff,1989-06-29,1998-06-29
254851,Huiqun,Randi,Engineer,1988-05-24,1997-05-24
254851,Huiqun,Randi,Senior Engineer,1997-05-24,9999-01-01
254857,Yuchang,Beerel,Engineer,1988-04-24,1993-04-24
254857,Yuchang,Beerel,Senior Engineer,1993-04-24,1999-05-21
254860,Lansing,Docker,Senior Staff,1986-01-04,1986-04-10
254861,Alejandro,Yamaashi,Technique Leader,1996-12-20,9999-01-01
254863,Bluma,Calkin,Engineer,1986-08-03,1992-08-02
254863,Bluma,Calkin,Senior Engineer,1992-08-02,9999-01-01
254868,Mohammad,Bakhtari,Engineer,1985-11-19,1991-11-19
254868,Mohammad,Bakhtari,Senior Engineer,1991-11-19,9999-01-01
254869,Shaz,Thummel,Staff,1985-07-16,1989-10-15
254871,Sverrir,Thiran,Assistant Engineer,1987-09-13,1996-09-12
254871,Sverrir,Thiran,Engineer,1996-09-12,9999-01-01
254880,Tran,Rassart,Senior Staff,2002-06-21,9999-01-01
254880,Tran,Rassart,Staff,1997-06-21,2002-06-21
254882,Arunas,Bondorf,Senior Staff,1994-10-10,9999-01-01
254882,Arunas,Bondorf,Staff,1987-10-10,1994-10-10
254883,Boalin,Brattka,Senior Staff,1996-03-01,9999-01-01
254883,Boalin,Brattka,Staff,1989-03-01,1996-03-01
254892,Cheong,Milicia,Engineer,1986-11-08,1991-11-08
254892,Cheong,Milicia,Senior Engineer,1991-11-08,9999-01-01
254902,Etsuo,Sifakis,Technique Leader,1988-04-09,9999-01-01
254904,Jayesh,Montresor,Senior Staff,1993-12-19,9999-01-01
254904,Jayesh,Montresor,Staff,1986-12-19,1993-12-19
254906,Jessie,Baalen,Senior Engineer,1988-05-18,9999-01-01
254907,Zhensheng,Boyle,Senior Staff,1996-02-20,9999-01-01
254907,Zhensheng,Boyle,Staff,1991-02-20,1996-02-20
254923,Doowon,Collavizza,Engineer,1992-09-13,2001-09-13
254923,Doowon,Collavizza,Senior Engineer,2001-09-13,9999-01-01
254925,Sukumar,Kobara,Senior Staff,1990-04-11,9999-01-01
254925,Sukumar,Kobara,Staff,1985-04-11,1990-04-11
254929,Anestis,Zeilberger,Technique Leader,1988-08-03,1989-10-17
254932,Masato,Cannard,Senior Staff,2001-06-07,9999-01-01
254932,Masato,Cannard,Staff,1996-06-07,2001-06-07
254950,Sachar,Moffat,Engineer,1988-05-03,1993-05-03
254950,Sachar,Moffat,Senior Engineer,1993-05-03,9999-01-01
254957,Val,Lores,Engineer,1998-02-25,9999-01-01
254959,Sukumar,Kitai,Engineer,1989-03-25,1998-03-25
254959,Sukumar,Kitai,Senior Engineer,1998-03-25,9999-01-01
254963,Neven,Bharadwaj,Engineer,1987-05-10,1993-05-09
254963,Neven,Bharadwaj,Senior Engineer,1993-05-09,9999-01-01
254965,Ramya,England,Engineer,1985-02-07,1991-02-07
254965,Ramya,England,Senior Engineer,1991-02-07,9999-01-01
254978,Georgy,Pearson,Engineer,1988-08-30,1996-08-30
254978,Georgy,Pearson,Senior Engineer,1996-08-30,2000-06-20
254985,Maha,Casperson,Engineer,1985-06-24,1994-06-24
254985,Maha,Casperson,Senior Engineer,1994-06-24,9999-01-01
255004,Selwyn,Coorg,Engineer,1989-05-22,1998-05-22
255004,Selwyn,Coorg,Senior Engineer,1998-05-22,9999-01-01
255007,Vesna,Radhakrishnan,Engineer,1989-05-07,1994-05-07
255007,Vesna,Radhakrishnan,Senior Engineer,1994-05-07,9999-01-01
255010,Taiji,Denis,Engineer,1998-01-06,9999-01-01
255011,Howell,Gips,Senior Engineer,1992-08-20,9999-01-01
255012,Eberhardt,Gischer,Senior Staff,1995-01-31,9999-01-01
255012,Eberhardt,Gischer,Staff,1987-01-31,1995-01-31
255018,Chiradeep,Matzke,Assistant Engineer,1987-08-29,1993-08-28
255018,Chiradeep,Matzke,Engineer,1993-08-28,1999-08-28
255018,Chiradeep,Matzke,Senior Engineer,1999-08-28,9999-01-01
255021,Ashish,Crouzet,Senior Staff,1993-05-06,2000-11-18
255021,Ashish,Crouzet,Staff,1985-05-06,1993-05-06
255030,Genevieve,Kadhim,Senior Staff,1986-04-23,9999-01-01
255035,Reinhold,Erbe,Senior Staff,1986-10-30,1990-09-27
255044,Kwee,Conry,Staff,1998-06-27,9999-01-01
255050,Aruna,Sundgren,Staff,1988-08-19,1996-12-30
255053,Urs,Bolsens,Engineer,1988-11-20,1996-11-20
255053,Urs,Bolsens,Senior Engineer,1996-11-20,9999-01-01
255055,Masato,Oxman,Engineer,1991-08-03,1996-08-02
255055,Masato,Oxman,Senior Engineer,1996-08-02,9999-01-01
255057,Ramya,Angel,Engineer,1993-02-04,2001-02-04
255057,Ramya,Angel,Senior Engineer,2001-02-04,9999-01-01
255059,Tse,Kawashima,Engineer,1994-05-07,9999-01-01
255063,Howell,Edelhoff,Engineer,1985-12-01,1988-02-15
255087,Gererd,Milicic,Senior Staff,1992-11-15,2000-12-06
255087,Gererd,Milicic,Staff,1985-11-15,1992-11-15
255092,Jenwei,Sinicrope,Senior Staff,1999-02-14,9999-01-01
255115,DAIDA,Gulla,Senior Staff,1994-01-31,9999-01-01
255115,DAIDA,Gulla,Staff,1987-01-31,1994-01-31
255119,Zejun,Pagter,Senior Staff,1997-05-01,2001-02-08
255119,Zejun,Pagter,Staff,1990-05-01,1997-05-01
255130,Mooi,Krupka,Senior Staff,1996-07-02,1999-11-08
255130,Mooi,Krupka,Staff,1988-07-02,1996-07-02
255132,Yifei,Turnbull,Senior Staff,1999-11-16,9999-01-01
255143,Jessie,Bierman,Senior Staff,1994-07-23,9999-01-01
255143,Jessie,Bierman,Staff,1985-07-23,1994-07-23
255144,Pranjal,Perelgut,Senior Engineer,1986-07-21,9999-01-01
255151,Rasiah,Reghbati,Senior Staff,2000-08-27,9999-01-01
255151,Rasiah,Reghbati,Staff,1994-08-28,2000-08-27
255154,Susanna,Androutsos,Engineer,1995-02-13,9999-01-01
255156,Constantino,Barvinok,Technique Leader,1986-03-14,9999-01-01
255157,Saeed,Zlotek,Assistant Engineer,1998-10-28,9999-01-01
255167,Fox,Douceur,Staff,1986-09-06,1987-10-10
255168,Ziva,Ananiadou,Senior Staff,1992-10-08,9999-01-01
255168,Ziva,Ananiadou,Staff,1986-10-09,1992-10-08
255170,Marl,Businaro,Engineer,1991-11-14,1998-11-01
255171,Chriss,Gist,Senior Staff,1993-08-31,9999-01-01
255171,Chriss,Gist,Staff,1986-08-31,1993-08-31
255175,Remmert,Copas,Staff,2000-01-12,2000-01-19
255177,Valeri,Baca,Senior Engineer,1985-10-13,9999-01-01
255220,Kwangsub,Renear,Senior Staff,1990-03-16,9999-01-01
255220,Kwangsub,Renear,Staff,1985-03-16,1990-03-16
255225,Jiang,Irland,Senior Staff,1994-03-27,9999-01-01
255225,Jiang,Irland,Staff,1985-03-27,1994-03-27
255242,Doowon,Pelz,Engineer,1990-01-03,1998-01-03
255242,Doowon,Pelz,Senior Engineer,1998-01-03,9999-01-01
255247,Taisook,Seghrouchni,Senior Staff,1995-09-16,9999-01-01
255247,Taisook,Seghrouchni,Staff,1990-09-16,1995-09-16
255248,Rosita,Pellegrinelli,Engineer,1990-05-23,1997-05-23
255248,Rosita,Pellegrinelli,Senior Engineer,1997-05-23,9999-01-01
255256,Saeed,Figueira,Assistant Engineer,1986-10-23,1993-10-23
255256,Saeed,Figueira,Engineer,1993-10-23,1999-06-06
255282,Sumant,Aamodt,Assistant Engineer,1995-05-07,9999-01-01
255291,Vesna,England,Assistant Engineer,1987-09-28,1996-09-27
255291,Vesna,England,Engineer,1996-09-27,9999-01-01
255308,Francesca,Gronowski,Staff,1999-10-03,9999-01-01
255313,Leucio,Suri,Senior Staff,1993-03-29,9999-01-01
255313,Leucio,Suri,Staff,1988-03-29,1993-03-29
255318,Uma,Thimonier,Senior Staff,1991-05-13,9999-01-01
255332,Bezalel,Maksimenko,Senior Staff,2000-02-13,9999-01-01
255332,Bezalel,Maksimenko,Staff,1994-02-13,2000-02-13
255338,Fei,Veeraraghavan,Engineer,1986-07-06,1993-07-06
255338,Fei,Veeraraghavan,Senior Engineer,1993-07-06,9999-01-01
255339,Leni,Hitomi,Engineer,1988-11-19,1993-11-19
255339,Leni,Hitomi,Senior Engineer,1993-11-19,9999-01-01
255346,Zhonghua,Velardi,Engineer,1987-01-06,1992-01-06
255346,Zhonghua,Velardi,Senior Engineer,1992-01-06,1998-11-06
255356,Mohan,Eastman,Engineer,1997-10-17,2001-02-13
255357,Siddarth,Clouatre,Staff,1998-12-23,9999-01-01
255360,Jackson,Klyachko,Engineer,1985-08-04,1991-06-02
255361,Aamer,Spell,Assistant Engineer,1995-08-21,9999-01-01
255373,Sajjad,Hatcliff,Engineer,1988-11-13,1988-11-28
255397,Augustine,Guenter,Assistant Engineer,1993-01-23,2001-01-23
255397,Augustine,Guenter,Engineer,2001-01-23,9999-01-01
255400,Alair,Yetto,Engineer,1997-12-05,9999-01-01
255403,Yuqun,Goldhammer,Staff,1998-10-24,9999-01-01
255407,Brewster,Strehl,Engineer,1988-10-22,1997-10-22
255407,Brewster,Strehl,Senior Engineer,1997-10-22,9999-01-01
255422,Xinan,Przulj,Senior Staff,1999-02-21,2002-03-06
255422,Xinan,Przulj,Staff,1991-02-21,1999-02-21
255424,Vishwani,Jenevein,Senior Engineer,1986-10-28,9999-01-01
255432,Niranjan,Rajaraman,Engineer,1988-12-15,1996-12-15
255432,Niranjan,Rajaraman,Senior Engineer,1996-12-15,9999-01-01
255433,Keiichiro,Bennet,Engineer,1985-10-06,1990-10-06
255433,Keiichiro,Bennet,Senior Engineer,1990-10-06,2001-01-31
255456,Aleksandar,Tibblin,Senior Staff,2001-04-30,9999-01-01
255456,Aleksandar,Tibblin,Staff,1994-04-30,2001-04-30
255464,Visit,Kragelund,Engineer,1986-02-12,1993-02-12
255464,Visit,Kragelund,Senior Engineer,1993-02-12,9999-01-01
255467,Hugh,Geffroy,Senior Staff,1995-11-26,9999-01-01
255467,Hugh,Geffroy,Staff,1986-11-26,1995-11-26
255499,Dannz,Engelmann,Senior Staff,2002-06-30,9999-01-01
255499,Dannz,Engelmann,Staff,1997-06-30,2002-06-30
255515,Pragnesh,Norsworthy,Engineer,1992-07-16,1997-07-16
255515,Pragnesh,Norsworthy,Senior Engineer,1997-07-16,1999-01-28
255517,Niranjan,Schade,Senior Staff,1991-01-16,9999-01-01
255517,Niranjan,Schade,Staff,1986-01-16,1991-01-16
255524,Munenori,Androutsos,Assistant Engineer,1988-11-15,1996-11-15
255524,Munenori,Androutsos,Engineer,1996-11-15,2001-04-29
255534,Kauko,Ananiadou,Senior Staff,1990-08-08,9999-01-01
255534,Kauko,Ananiadou,Staff,1985-08-08,1990-08-08
255535,Visit,Panwar,Engineer,1988-06-16,1993-06-16
255535,Visit,Panwar,Senior Engineer,1993-06-16,9999-01-01
255546,Froduald,Kroll,Staff,1998-03-28,9999-01-01
255556,Hironoby,Kavanagh,Staff,1996-04-22,9999-01-01
255579,Baoqiu,Birta,Senior Engineer,1996-12-03,9999-01-01
255590,Yongmin,Kaelbling,Senior Staff,1988-10-24,1990-10-05
255598,Bernardo,Bugaenko,Assistant Engineer,1988-09-18,1995-09-19
255598,Bernardo,Bugaenko,Engineer,1995-09-19,9999-01-01
255603,Nevio,Taubman,Senior Engineer,1987-01-11,1991-06-21
255610,Abdulah,Paciorek,Engineer,1988-11-20,1996-11-20
255610,Abdulah,Paciorek,Senior Engineer,1996-11-20,9999-01-01
255611,Hideyuki,Pell,Engineer,1994-03-23,2000-03-22
255611,Hideyuki,Pell,Senior Engineer,2000-03-22,9999-01-01
255612,Kotesh,Bisiani,Senior Staff,1988-01-10,9999-01-01
255620,Mani,Tiemann,Staff,1997-10-15,9999-01-01
255630,Kensei,Takkinen,Senior Staff,1995-02-13,9999-01-01
255636,Itzchak,Docker,Senior Staff,1990-12-24,9999-01-01
255641,Randy,Bahi,Technique Leader,1987-05-20,9999-01-01
255647,Akemi,Smailagic,Technique Leader,1992-07-21,9999-01-01
255649,Leah,Ligten,Engineer,1985-04-02,1991-04-02
255649,Leah,Ligten,Senior Engineer,1991-04-02,1997-09-14
255668,Lokesh,Pashtan,Senior Staff,1997-01-20,9999-01-01
255668,Lokesh,Pashtan,Staff,1991-01-21,1997-01-20
255673,Yinlin,Crooks,Assistant Engineer,1987-04-29,1995-04-29
255673,Yinlin,Crooks,Engineer,1995-04-29,9999-01-01
255679,Lansing,Garnick,Senior Staff,1995-08-16,9999-01-01
255679,Lansing,Garnick,Staff,1988-08-15,1995-08-16
255686,Clyde,Peral,Engineer,1987-07-19,1992-07-18
255686,Clyde,Peral,Senior Engineer,1992-07-18,9999-01-01
255711,Duangkaew,Erie,Engineer,1994-11-23,1999-11-23
255711,Duangkaew,Erie,Senior Engineer,1999-11-23,9999-01-01
255715,Weicheng,Molberg,Senior Staff,1993-01-25,9999-01-01
255715,Weicheng,Molberg,Staff,1986-01-25,1993-01-25
255717,Hein,Walstra,Senior Staff,1988-12-08,9999-01-01
255741,Jacopo,Terwilliger,Senior Staff,1988-09-01,9999-01-01
255768,Yuuichi,Plavsic,Senior Staff,1992-02-10,9999-01-01
255768,Yuuichi,Plavsic,Staff,1986-02-10,1992-02-10
255773,Ingemar,Emden,Senior Staff,1992-11-30,9999-01-01
255773,Ingemar,Emden,Staff,1985-11-30,1992-11-30
255774,Taiji,Lagarias,Senior Engineer,1988-10-09,9999-01-01
255778,Manton,Rodier,Engineer,1987-09-15,1993-09-14
255778,Manton,Rodier,Senior Engineer,1993-09-14,9999-01-01
255795,Sashi,Godskesen,Assistant Engineer,1997-06-24,9999-01-01
255807,Mingzeng,Kleiser,Senior Staff,1996-06-04,9999-01-01
255807,Mingzeng,Kleiser,Staff,1991-06-05,1996-06-04
255815,Arlette,Jahnichen,Staff,1985-12-15,1986-01-02
255828,Akemi,Kilgore,Engineer,1992-03-20,2001-03-20
255828,Akemi,Kilgore,Senior Engineer,2001-03-20,9999-01-01
255834,Brendon,Biros,Technique Leader,1989-11-05,9999-01-01
255835,Insup,Henders,Staff,1988-08-08,1992-02-11
255836,Pranjal,Nollmann,Technique Leader,1992-04-21,9999-01-01
255837,Shigeo,Neimat,Engineer,1998-02-11,9999-01-01
255844,Vishv,Bamford,Senior Staff,1986-11-13,1992-02-28
255858,Monique,Marzano,Staff,1996-09-05,9999-01-01
255877,Shao,Spinelli,Technique Leader,1996-03-11,9999-01-01
255893,Jordanka,Showalter,Engineer,1988-05-06,1995-05-07
255893,Jordanka,Showalter,Senior Engineer,1995-05-07,9999-01-01
255894,Nimmagadda,Stemann,Senior Staff,1999-05-11,9999-01-01
255894,Nimmagadda,Stemann,Staff,1991-05-11,1999-05-11
255895,Moto,Hennebert,Engineer,1986-06-06,1991-06-06
255895,Moto,Hennebert,Senior Engineer,1991-06-06,9999-01-01
255902,Elvia,Businaro,Engineer,1985-12-16,1991-12-16
255902,Elvia,Businaro,Senior Engineer,1991-12-16,9999-01-01
255908,Ashish,Farris,Engineer,1992-12-24,1998-12-24
255908,Ashish,Farris,Senior Engineer,1998-12-24,9999-01-01
255911,Bingning,Gladwell,Senior Engineer,1986-07-15,9999-01-01
255913,Ibibia,Hofman,Senior Engineer,1996-09-14,9999-01-01
255914,Vivian,Hutton,Senior Staff,1995-02-13,9999-01-01
255914,Vivian,Hutton,Staff,1989-02-13,1995-02-13
255925,Gaetan,Berztiss,Engineer,1999-09-22,9999-01-01
255928,Tiina,Czaja,Engineer,1988-03-07,1994-03-07
255928,Tiina,Czaja,Senior Engineer,1994-03-07,9999-01-01
255929,Feixiong,Bisiani,Staff,1994-05-16,2000-02-04
255933,Cheong,Swen,Senior Staff,1999-06-13,9999-01-01
255933,Cheong,Swen,Staff,1991-06-13,1999-06-13
255934,Mantis,Fabrizio,Senior Staff,1988-12-02,9999-01-01
255943,Gao,Cummings,Engineer,1986-11-28,1995-11-28
255943,Gao,Cummings,Senior Engineer,1995-11-28,9999-01-01
255956,Hidde,Morris,Staff,1997-04-28,2000-07-10
255961,Harngdar,Kopetz,Senior Staff,1990-03-30,9999-01-01
255961,Harngdar,Kopetz,Staff,1985-03-30,1990-03-30
255962,Selwyn,Malabarba,Engineer,1992-02-15,2001-02-14
255962,Selwyn,Malabarba,Senior Engineer,2001-02-14,9999-01-01
255965,Kolar,Cooke,Engineer,1999-12-15,9999-01-01
255966,Shay,McFarlin,Senior Staff,1992-06-08,9999-01-01
255966,Shay,McFarlin,Staff,1986-06-09,1992-06-08
255971,Xianlong,Beilner,Senior Staff,1996-08-12,9999-01-01
255971,Xianlong,Beilner,Staff,1988-08-12,1996-08-12
255984,Stein,Kulisch,Engineer,1986-06-11,1991-06-11
255984,Stein,Kulisch,Senior Engineer,1991-06-11,9999-01-01
255989,Srinidhi,Couchot,Assistant Engineer,1991-03-28,1996-03-27
255989,Srinidhi,Couchot,Engineer,1996-03-27,2001-03-27
255989,Srinidhi,Couchot,Senior Engineer,2001-03-27,9999-01-01
255991,Sashi,Boreale,Assistant Engineer,1992-12-18,1997-12-18
255991,Sashi,Boreale,Engineer,1997-12-18,9999-01-01
255997,Ugo,Cincotta,Engineer,1999-01-02,9999-01-01
256001,Achilleas,Luby,Senior Staff,1994-03-21,9999-01-01
256001,Achilleas,Luby,Staff,1986-03-21,1994-03-21
256013,Visit,Nitto,Senior Staff,1996-10-30,9999-01-01
256013,Visit,Nitto,Staff,1987-10-31,1996-10-30
256028,Barna,Mandell,Engineer,1988-02-27,1996-02-27
256028,Barna,Mandell,Senior Engineer,1996-02-27,9999-01-01
256041,Yishay,Tomescu,Senior Engineer,1991-07-24,9999-01-01
256057,Shem,Khamsi,Senior Staff,1994-05-19,9999-01-01
256057,Shem,Khamsi,Staff,1986-05-19,1994-05-19
256061,Shiv,Karner,Senior Staff,1993-07-08,9999-01-01
256061,Shiv,Karner,Staff,1986-07-08,1993-07-08
256065,Yishay,Savasere,Engineer,1990-08-18,1994-02-09
256099,Kersti,Alencar,Engineer,1987-12-19,1995-12-19
256099,Kersti,Alencar,Senior Engineer,1995-12-19,9999-01-01
256113,Snehasis,Vecchio,Engineer,1989-07-19,1996-07-19
256113,Snehasis,Vecchio,Senior Engineer,1996-07-19,9999-01-01
256116,Erzsebet,Walstra,Engineer,1987-12-26,1996-12-25
256116,Erzsebet,Walstra,Senior Engineer,1996-12-25,9999-01-01
256119,Xinyu,Smailagic,Senior Engineer,1999-05-15,2002-05-23
256121,Katsuyuki,Pollacia,Senior Staff,1991-06-25,9999-01-01
256121,Katsuyuki,Pollacia,Staff,1985-06-25,1991-06-25
256129,Berhard,Baby,Engineer,1987-09-27,1994-09-27
256129,Berhard,Baby,Senior Engineer,1994-09-27,1998-01-11
256137,Beshir,Kamble,Staff,1999-04-11,9999-01-01
256149,Tonia,Hiltgen,Senior Staff,1994-01-09,9999-01-01
256149,Tonia,Hiltgen,Staff,1987-01-09,1994-01-09
256163,Lakshmi,Mamelak,Senior Staff,1994-04-24,9999-01-01
256163,Lakshmi,Mamelak,Staff,1985-04-24,1994-04-24
256167,Mahendra,Kenevan,Engineer,1985-12-14,1993-12-14
256167,Mahendra,Kenevan,Senior Engineer,1993-12-14,9999-01-01
256169,Fox,Prochazka,Staff,1997-09-16,9999-01-01
256172,Arvin,Arlazarov,Senior Engineer,1988-09-05,9999-01-01
256175,Hidefumi,Tokunaga,Engineer,1986-12-13,1995-12-13
256175,Hidefumi,Tokunaga,Senior Engineer,1995-12-13,9999-01-01
256179,Barun,Ginneken,Engineer,1996-10-09,9999-01-01
256189,Kellyn,Reghbati,Senior Staff,1995-07-30,9999-01-01
256189,Kellyn,Reghbati,Staff,1987-07-30,1995-07-30
256195,Garnet,Gaughan,Engineer,1995-11-15,1998-10-30
256213,Shichao,Pileggi,Assistant Engineer,1998-06-13,9999-01-01
256235,Oguz,Halevi,Senior Staff,1992-01-28,9999-01-01
256235,Oguz,Halevi,Staff,1986-01-28,1992-01-28
256241,Brigham,Uludag,Senior Staff,1995-07-06,9999-01-01
256241,Brigham,Uludag,Staff,1989-07-06,1995-07-06
256253,Constantino,Bojadziev,Engineer,1997-10-14,9999-01-01
256256,Sachem,Siprelle,Senior Engineer,1987-05-22,9999-01-01
256257,Lansing,Marakhovsky,Engineer,1999-07-24,2002-04-22
256277,Khaled,Genther,Staff,1995-08-31,9999-01-01
256280,Otmar,Terkki,Engineer,1988-10-25,1991-06-19
256289,Joydip,Nittel,Senior Staff,1993-08-20,1995-12-24
256289,Joydip,Nittel,Staff,1988-08-20,1993-08-20
256293,Xiaoshan,Menhoudj,Senior Staff,1994-08-02,1995-01-03
256293,Xiaoshan,Menhoudj,Staff,1985-08-02,1994-08-02
256299,Chikako,Middleton,Senior Staff,1993-05-16,9999-01-01
256299,Chikako,Middleton,Staff,1986-05-16,1993-05-16
256300,Toshiko,Garnier,Senior Engineer,1988-02-19,9999-01-01
256302,Hercules,Zallocco,Engineer,1998-01-01,9999-01-01
256320,Visit,Erva,Senior Engineer,1999-04-23,9999-01-01
256324,Uri,Linnainmaa,Engineer,1994-04-29,1998-06-11
256335,Flemming,Baba,Engineer,1986-02-12,1994-02-12
256335,Flemming,Baba,Senior Engineer,1994-02-12,9999-01-01
256341,Parke,Candan,Senior Staff,1987-12-25,9999-01-01
256342,Barton,Picaronny,Senior Staff,1991-05-23,9999-01-01
256342,Barton,Picaronny,Staff,1985-05-23,1991-05-23
256344,Adly,Garigliano,Staff,1985-07-07,1987-06-04
256356,Guoxiang,Brender,Engineer,1993-01-29,2000-10-02
256361,Jaideep,Peltason,Senior Engineer,1988-07-10,9999-01-01
256373,Babette,Benzaken,Staff,1987-08-27,1991-02-27
256391,Danai,Range,Engineer,1988-05-12,1996-05-12
256391,Danai,Range,Senior Engineer,1996-05-12,9999-01-01
256394,Takahiro,Tagansky,Engineer,1997-07-05,9999-01-01
256403,Tua,Mattern,Senior Engineer,1985-09-06,9999-01-01
256407,Boaz,Mawatari,Senior Staff,1985-06-17,9999-01-01
256408,Ortrud,Pollacia,Technique Leader,1985-07-22,9999-01-01
256414,Kaijung,Bharadwaj,Engineer,1986-04-11,1988-04-04
256416,Oksana,Beutelspacher,Senior Staff,1997-02-19,9999-01-01
256416,Oksana,Beutelspacher,Staff,1988-02-20,1997-02-19
256429,Takahiro,Kaiserswerth,Engineer,1987-01-26,1995-01-26
256429,Takahiro,Kaiserswerth,Senior Engineer,1995-01-26,9999-01-01
256431,Lena,Schiettecatte,Senior Staff,2000-11-24,9999-01-01
256431,Lena,Schiettecatte,Staff,1992-11-24,2000-11-24
256440,Jenwei,Merey,Senior Engineer,1985-08-10,9999-01-01
256443,Lorien,Geffroy,Senior Staff,1993-08-04,9999-01-01
256444,Quingbo,Vingron,Senior Engineer,1990-09-08,9999-01-01
256459,Claudi,Ranum,Senior Staff,1993-06-20,9999-01-01
256459,Claudi,Ranum,Staff,1987-06-21,1993-06-20
256461,Khedija,Muniz,Senior Staff,1995-11-29,9999-01-01
256461,Khedija,Muniz,Staff,1986-11-29,1995-11-29
256466,Constantine,Brodie,Staff,1997-10-03,9999-01-01
256468,Bernice,Grospietsch,Engineer,1999-04-17,9999-01-01
256480,Demos,Ghemri,Engineer,1988-10-17,1994-10-17
256480,Demos,Ghemri,Senior Engineer,1994-10-17,9999-01-01
256484,Fayez,Randi,Senior Staff,2000-12-27,9999-01-01
256484,Fayez,Randi,Staff,1991-12-28,2000-12-27
256494,Kitty,Champarnaud,Senior Staff,1988-02-20,9999-01-01
256503,Weiyi,Kirkerud,Engineer,1988-08-13,1990-06-19
256510,Toshimori,Fendler,Engineer,1985-11-14,1990-11-14
256510,Toshimori,Fendler,Senior Engineer,1990-11-14,1991-10-03
256521,Bangqing,Kampfer,Senior Staff,1996-02-23,9999-01-01
256521,Bangqing,Kampfer,Staff,1987-02-23,1996-02-23
256528,Gadiel,Rubsam,Engineer,1992-08-10,1998-08-10
256528,Gadiel,Rubsam,Senior Engineer,1998-08-10,1998-11-03
256532,Percy,Benner,Senior Engineer,1986-11-21,9999-01-01
256535,Yechiam,Danecki,Senior Staff,1994-12-15,9999-01-01
256535,Yechiam,Danecki,Staff,1987-12-15,1994-12-15
256536,Conor,Haumacher,Senior Staff,1995-08-25,9999-01-01
256536,Conor,Haumacher,Staff,1987-08-25,1995-08-25
256544,Nirmal,Gide,Engineer,1986-05-22,1991-05-22
256544,Nirmal,Gide,Senior Engineer,1991-05-22,9999-01-01
256551,Jaewoo,Peroz,Engineer,1988-02-13,1993-02-12
256551,Jaewoo,Peroz,Senior Engineer,1993-02-12,9999-01-01
256575,Lijie,Orsini,Senior Staff,1993-03-24,1998-03-11
256575,Lijie,Orsini,Staff,1986-03-24,1993-03-24
256576,Kolar,Boudaillier,Senior Staff,1993-06-04,9999-01-01
256576,Kolar,Boudaillier,Staff,1987-06-05,1993-06-04
256583,Fatemeh,Servi,Senior Engineer,1995-08-01,9999-01-01
256596,Aiman,Zeilberger,Senior Staff,2001-11-03,2001-12-03
256596,Aiman,Zeilberger,Staff,1995-11-04,2001-11-03
256611,Godehard,Lally,Assistant Engineer,1987-10-19,1994-10-19
256611,Godehard,Lally,Engineer,1994-10-19,2001-10-19
256611,Godehard,Lally,Senior Engineer,2001-10-19,9999-01-01
256614,Remmert,Shimshoni,Engineer,1988-05-14,1993-05-14
256614,Remmert,Shimshoni,Senior Engineer,1993-05-14,1995-03-02
256617,Mohan,Alameldin,Engineer,1986-11-21,1993-11-21
256617,Mohan,Alameldin,Senior Engineer,1993-11-21,9999-01-01
256626,Yurii,Fortenbacher,Technique Leader,1996-01-18,9999-01-01
256629,Toong,Jiang,Engineer,1987-11-12,1996-11-11
256629,Toong,Jiang,Senior Engineer,1996-11-11,9999-01-01
256632,Qunsheng,Vingron,Engineer,1987-09-26,1994-09-26
256632,Qunsheng,Vingron,Senior Engineer,1994-09-26,9999-01-01
256636,Mayuri,Hoppenstand,Engineer,1990-04-06,1995-04-06
256636,Mayuri,Hoppenstand,Senior Engineer,1995-04-06,9999-01-01
256637,Udi,Madeira,Senior Staff,1997-08-27,9999-01-01
256637,Udi,Madeira,Staff,1989-08-27,1997-08-27
256648,Muzhong,Binkley,Senior Staff,1985-03-29,9999-01-01
256657,Terresa,Baumann,Senior Staff,2000-03-28,9999-01-01
256657,Terresa,Baumann,Staff,1995-03-29,2000-03-28
256661,Moriyoshi,Talmor,Senior Engineer,1988-10-13,9999-01-01
256663,Xiaopeng,Highland,Staff,1988-01-07,1988-07-13
256664,Alejandra,Poupard,Senior Staff,1995-03-08,9999-01-01
256664,Alejandra,Poupard,Staff,1987-03-08,1995-03-08
256678,Quingbo,Gustavson,Senior Staff,1998-11-26,9999-01-01
256682,Troy,Imataki,Engineer,1999-11-06,9999-01-01
256689,Olivera,Braccini,Engineer,1985-02-23,1990-12-21
256701,Chikako,Veevers,Engineer,1988-07-10,1993-07-10
256701,Chikako,Veevers,Senior Engineer,1993-07-10,9999-01-01
256702,Uli,Murrill,Senior Staff,1992-11-21,9999-01-01
256702,Uli,Murrill,Staff,1987-11-22,1992-11-21
256707,Breannda,Bain,Senior Staff,1995-08-16,9999-01-01
256707,Breannda,Bain,Staff,1987-08-16,1995-08-16
256727,Marin,Glowinski,Senior Staff,1998-06-13,9999-01-01
256727,Marin,Glowinski,Staff,1989-06-13,1998-06-13
256728,Sajjan,Huxford,Senior Staff,1988-10-29,9999-01-01
256740,Marsal,Vanwelkenhuysen,Engineer,1985-05-02,1991-05-02
256740,Marsal,Vanwelkenhuysen,Senior Engineer,1991-05-02,9999-01-01
